"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko00500"	"Starch and sucrose metabolism"	"25/286"	"62/1233"	0.00150505129217233	0.10873307496069	0.106825477154363	"gene2300/gene966/gene468/gene2299/gene579/gene970/gene3065/gene429/gene755/gene2298/gene2674/gene238/gene969/gene2311/gene3050/gene469/gene470/gene1470/gene2481/gene2675/gene3524/gene1622/gene1831/gene237/gene1141"	25
"ko01120"	"Microbial metabolism in diverse environments"	"56/286"	"176/1233"	0.00289954866561841	0.10873307496069	0.106825477154363	"gene3992/gene1027/gene4015/gene4013/gene26/gene1868/gene3993/gene849/gene761/gene3767/gene2562/gene3258/gene581/gene112/gene1081/gene300/gene3038/gene3065/gene103/gene4014/gene2524/gene2674/gene816/gene1409/gene3175/gene1482/gene762/gene2916/gene283/gene519/gene2824/gene3915/gene760/gene718/gene1402/gene2712/gene333/gene1441/gene1489/gene1573/gene409/gene1633/gene746/gene105/gene1478/gene279/gene282/gene3058/gene104/gene2513/gene1574/gene1290/gene3733/gene3331/gene1259/gene1408"	56
"ko00052"	"Galactose metabolism"	"14/286"	"34/1233"	0.0137294401760434	0.324967417143694	0.319266234386788	"gene3036/gene3038/gene3065/gene2674/gene2311/gene3050/gene968/gene470/gene3039/gene3037/gene746/gene783/gene3043/gene3041"	14
"ko00010"	"Glycolysis / Gluconeogenesis"	"17/286"	"45/1233"	0.0179998207465601	0.324967417143694	0.319266234386788	"gene4013/gene761/gene3767/gene579/gene3065/gene429/gene2524/gene2674/gene762/gene2824/gene3915/gene760/gene1470/gene1633/gene746/gene3524/gene1141"	17
"ko00051"	"Fructose and mannose metabolism"	"15/286"	"39/1233"	0.0216644944762463	0.324967417143694	0.319266234386788	"gene3036/gene3038/gene3065/gene744/gene1522/gene258/gene178/gene3053/gene469/gene3915/gene760/gene1520/gene1402/gene1633/gene2241"	15
"ko00910"	"Nitrogen metabolism"	"7/286"	"16/1233"	0.0546897345221629	0.679577317559288	0.6676549084793	"gene816/gene283/gene718/gene3527/gene279/gene282/gene2513"	7
"ko00520"	"Amino sugar and nucleotide sugar metabolism"	"19/286"	"60/1233"	0.0784972347718333	0.679577317559288	0.6676549084793	"gene3971/gene2299/gene579/gene3065/gene2298/gene2674/gene1522/gene2255/gene2311/gene3053/gene2239/gene469/gene1520/gene2947/gene783/gene3524/gene197/gene3407/gene2241"	19
"ko00020"	"Citrate cycle (TCA cycle)"	"5/286"	"11/1233"	0.0868094645760649	0.679577317559288	0.6676549084793	"gene1027/gene1081/gene300/gene2524/gene3175"	5
"ko00340"	"Histidine metabolism"	"5/286"	"11/1233"	0.0868094645760649	0.679577317559288	0.6676549084793	"gene989/gene991/gene988/gene996/gene994"	5
"ko00680"	"Methane metabolism"	"10/286"	"28/1233"	0.090610309007905	0.679577317559288	0.6676549084793	"gene849/gene761/gene2562/gene581/gene762/gene2824/gene3915/gene409/gene1633/gene3331"	10
"ko00260"	"Glycine, serine and threonine metabolism"	"10/286"	"29/1233"	0.111109820468707	0.710365539821252	0.697902986491054	"gene26/gene1868/gene761/gene3243/gene2916/gene2824/gene3242/gene409/gene1478/gene722"	10
"ko00760"	"Nicotinate and nicotinamide metabolism"	"8/286"	"22/1233"	0.1136584863714	0.710365539821252	0.697902986491054	"gene3258/gene1081/gene3309/gene2252/gene2137/gene3494/gene1838/gene1276"	8
