"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko02010"	"ABC transporters"	"34/255"	"99/1233"	0.000677336417999353	0.0494455585139528	0.0477700421115333	"gene2931/gene3184/gene2930/gene2053/gene2390/gene3740/gene2051/gene528/gene2508/gene2052/gene3117/gene2722/gene3741/gene2839/gene890/gene2838/gene3739/gene2507/gene1428/gene891/gene843/gene3186/gene317/gene3924/gene3742/gene319/gene318/gene3185/gene892/gene233/gene2918/gene1515/gene824/gene840"	34
"ko00770"	"Pantothenate and CoA biosynthesis"	"10/255"	"24/1233"	0.0150179686013939	0.32397295224883	0.312994777226699	"gene3292/gene2999/gene1779/gene3000/gene3261/gene3022/gene1533/gene1156/gene1797/gene2287"	10
"ko00550"	"Peptidoglycan biosynthesis"	"13/255"	"35/1233"	0.0171571025971953	0.32397295224883	0.312994777226699	"gene1015/gene2901/gene2191/gene1327/gene2503/gene373/gene2189/gene2188/gene2462/gene653/gene1016/gene4001/gene2190"	13
"ko03440"	"Homologous recombination"	"10/255"	"25/1233"	0.0205738954829224	0.32397295224883	0.312994777226699	"gene1355/gene3541/gene1155/gene2452/gene1/gene1795/gene790/gene2348/gene2338/gene2293"	10
"ko00190"	"Oxidative phosphorylation"	"6/255"	"12/1233"	0.0221899282362212	0.32397295224883	0.312994777226699	"gene2199/gene2951/gene2953/gene35/gene2956/gene2950"	6
"ko03060"	"Protein export"	"6/255"	"14/1233"	0.0497814209678283	0.458007201781215	0.442487130776372	"gene2339/gene2340/gene3197/gene1819/gene954/gene3232"	6
"ko00520"	"Amino sugar and nucleotide sugar metabolism"	"18/255"	"60/1233"	0.0522976629542168	0.458007201781215	0.442487130776372	"gene1491/gene618/gene2320/gene1414/gene3919/gene2299/gene2578/gene2764/gene529/gene3918/gene3917/gene1415/gene2298/gene846/gene2227/gene2247/gene2230/gene3526"	18
"ko02024"	"Quorum sensing"	"18/255"	"60/1233"	0.0522976629542168	0.458007201781215	0.442487130776372	"gene2339/gene86/gene710/gene3740/gene2340/gene3741/gene447/gene2351/gene3197/gene3237/gene3739/gene1819/gene3925/gene3924/gene3742/gene954/gene3232/gene1893"	18
"ko01503"	"Cationic antimicrobial peptide (CAMP) resistance"	"5/255"	"11/1233"	0.0564666413154922	0.458007201781215	0.442487130776372	"gene2566/gene3315/gene2565/gene3176/gene361"	5
"ko02026"	"Biofilm formation - Escherichia coli"	"7/255"	"19/1233"	0.0771216439685877	0.537213688131825	0.519009619391958	"gene618/gene1723/gene2300/gene2299/gene1415/gene2298/gene3526"	7
"ko00521"	"Streptomycin biosynthesis"	"5/255"	"12/1233"	0.0809500078006859	0.537213688131825	0.519009619391958	"gene2393/gene2377/gene2392/gene2394/gene2227"	5
"ko03410"	"Base excision repair"	"6/255"	"16/1233"	0.0920269671687373	0.559830716943152	0.540860245640824	"gene1155/gene241/gene790/gene1692/gene2338/gene2293"	6
"ko01501"	"beta-Lactam resistance"	"7/255"	"21/1233"	0.122886155666506	0.64984884947655	0.62782801607684	"gene2191/gene3740/gene3741/gene3739/gene3742/gene2570/gene361"	7
"ko03430"	"Mismatch repair"	"8/255"	"25/1233"	0.124628546474955	0.64984884947655	0.62782801607684	"gene3541/gene1895/gene1/gene790/gene2758/gene2338/gene1083/gene2293"	8
"ko00061"	"Fatty acid biosynthesis"	"6/255"	"19/1233"	0.181556576390189	0.828351879780236	0.800282277509384	"gene866/gene3985/gene3990/gene2074/gene2352/gene2082"	6
"ko03030"	"DNA replication"	"6/255"	"19/1233"	0.181556576390189	0.828351879780236	0.800282277509384	"gene1821/gene3541/gene1358/gene1155/gene1/gene790"	6
"ko02060"	"Phosphotransferase system (PTS)"	"8/255"	"28/1233"	0.205315227836417	0.850939399923087	0.822104395023026	"gene618/gene1414/gene430/gene3919/gene3918/gene3917/gene1415/gene3526"	8
"ko05111"	"Biofilm formation - Vibrio cholerae"	"6/255"	"20/1233"	0.217134256945676	0.850939399923087	0.822104395023026	"gene618/gene2391/gene2379/gene1415/gene3526/gene1893"	6
"ko00330"	"Arginine and proline metabolism"	"5/255"	"16/1233"	0.221477378062173	0.850939399923087	0.822104395023026	"gene2399/gene3351/gene2663/gene2664/gene2287"	5
"ko01212"	"Fatty acid metabolism"	"6/255"	"21/1233"	0.254833497457345	0.930142265719308	0.898623385770637	"gene866/gene3985/gene3990/gene2074/gene2352/gene2082"	6
"ko03420"	"Nucleotide excision repair"	"4/255"	"13/1233"	0.273184577116413	0.949641625214199	0.917461988310762	"gene1155/gene790/gene2758/gene1083"	4
"ko03070"	"Bacterial secretion system"	"6/255"	"22/1233"	0.294148253071385	0.976037385191413	0.94296329931975	"gene2339/gene2172/gene2340/gene3197/gene954/gene3232"	6
"ko02020"	"Two-component system"	"25/255"	"111/1233"	0.34609013495505	0.999975561512774	0.966090304561729	"gene2484/gene86/gene710/gene2547/gene0/gene528/gene3316/gene2351/gene3237/gene2486/gene1045/gene2485/gene2885/gene3799/gene3315/gene3383/gene1830/gene956/gene1917/gene1694/gene76/gene2847/gene1413/gene2828/gene361"	25
"ko00300"	"Lysine biosynthesis"	"6/255"	"24/1233"	0.375580928424896	0.999975561512774	0.966090304561729	"gene1015/gene2901/gene2189/gene1774/gene2190/gene616"	6
"ko00260"	"Glycine, serine and threonine metabolism"	"7/255"	"29/1233"	0.392082503073412	0.999975561512774	0.966090304561729	"gene2086/gene1055/gene3519/gene1770/gene1295/gene616/gene1892"	7
"ko00240"	"Pyrimidine metabolism"	"13/255"	"57/1233"	0.395056845001615	0.999975561512774	0.966090304561729	"gene3240/gene525/gene3541/gene1155/gene3000/gene1/gene790/gene397/gene3188/gene1866/gene2964/gene3373/gene2961"	13
"ko00500"	"Starch and sucrose metabolism"	"14/255"	"62/1233"	0.403290005021334	0.999975561512774	0.966090304561729	"gene618/gene1723/gene430/gene2763/gene2300/gene2299/gene1132/gene2764/gene1415/gene2298/gene2892/gene1830/gene795/gene3526"	14
"ko03010"	"Ribosome"	"13/255"	"60/1233"	0.476518612679789	0.999975561512774	0.966090304561729	"gene1333/gene3216/gene3181/gene3214/gene3230/gene1792/gene3215/gene3189/gene3223/gene3213/gene3229/gene3218/gene1818"	13
"ko04112"	"Cell cycle - Caulobacter"	"5/255"	"22/1233"	0.489926485498573	0.999975561512774	0.966090304561729	"gene0/gene2187/gene3558/gene1752/gene1751"	5
"ko00230"	"Purine metabolism"	"15/255"	"72/1233"	0.536289272810137	0.999975561512774	0.966090304561729	"gene525/gene3541/gene1155/gene1/gene790/gene397/gene3318/gene3188/gene1669/gene940/gene1458/gene1866/gene1879/gene669/gene3373"	15
"ko00564"	"Glycerophospholipid metabolism"	"6/255"	"29/1233"	0.574465215173903	0.999975561512774	0.966090304561729	"gene3862/gene2086/gene1850/gene3706/gene2564/gene848"	6
"ko00290"	"Valine, leucine and isoleucine biosynthesis"	"3/255"	"14/1233"	0.578200219346954	0.999975561512774	0.966090304561729	"gene3261/gene3259/gene2287"	3
"ko01502"	"Vancomycin resistance"	"3/255"	"14/1233"	0.578200219346954	0.999975561512774	0.966090304561729	"gene1015/gene2189/gene2188"	3
"ko03018"	"RNA degradation"	"4/255"	"21/1233"	0.660284038344034	0.999975561512774	0.966090304561729	"gene2974/gene1866/gene2124/gene1893"	4
"ko00860"	"Porphyrin and chlorophyll metabolism"	"6/255"	"33/1233"	0.708146637497055	0.999975561512774	0.966090304561729	"gene2508/gene1046/gene1078/gene1445/gene1443/gene1434"	6
"ko00250"	"Alanine, aspartate and glutamate metabolism"	"5/255"	"31/1233"	0.801472419069111	0.999975561512774	0.966090304561729	"gene20/gene1773/gene2304/gene1712/gene1879"	5
"ko02030"	"Bacterial chemotaxis"	"10/255"	"59/1233"	0.811689699802199	0.999975561512774	0.966090304561729	"gene2547/gene3316/gene2486/gene2485/gene2885/gene3799/gene1515/gene2847/gene1413/gene2828"	10
"ko00270"	"Cysteine and methionine metabolism"	"7/255"	"43/1233"	0.819108772553707	0.999975561512774	0.966090304561729	"gene2663/gene2664/gene616/gene2178/gene2287/gene1892/gene2986"	7
"ko00040"	"Pentose and glucuronate interconversions"	"2/255"	"15/1233"	0.849659786631934	0.999975561512774	0.966090304561729	"gene399/gene1393"	2
"ko00010"	"Glycolysis / Gluconeogenesis"	"7/255"	"45/1233"	0.855011596446062	0.999975561512774	0.966090304561729	"gene618/gene2290/gene2764/gene3910/gene1415/gene795/gene3526"	7
"ko00052"	"Galactose metabolism"	"5/255"	"34/1233"	0.863881251562973	0.999975561512774	0.966090304561729	"gene1491/gene2578/gene846/gene2227/gene2230"	5
"ko00970"	"Aminoacyl-tRNA biosynthesis"	"5/255"	"36/1233"	0.895648892288557	0.999975561512774	0.966090304561729	"gene2331/gene1046/gene21/gene1737/gene3262"	5
"ko00670"	"One carbon pool by folate"	"2/255"	"17/1233"	0.89585803865005	0.999975561512774	0.966090304561729	"gene3240/gene2372"	2
"ko00900"	"Terpenoid backbone biosynthesis"	"2/255"	"17/1233"	0.89585803865005	0.999975561512774	0.966090304561729	"gene604/gene2139"	2
"ko00261"	"Monobactam biosynthesis"	"1/255"	"10/1233"	0.902366037131388	0.999975561512774	0.966090304561729	"gene616"	1
